Title,Author,Score,Ratings,Published
Cleopatra: A Life,Stacy Schiff,3.72,115110,2010
The Secret History,Donna Tartt,4.17,620167,1992
"Rooted: Life at the Crossroads of Science, Nature, and Spirit",Lyanda Lynn Haupt,4.08,1765,2021
No Cure for Being Human: And Other Truths I Need to Hear,Kate Bowler,4.13,19239,2021
Lost in Time,A.G. Riddle,4.25,14469,2022
No Bad Parts: Healing Trauma and Restoring Wholeness with the Internal Family Systems Model,Richard C. Schwartz,4.2,4565,2021
The Path Between Us: An Enneagram Journey to Healthy Relationships,Suzanne Stabile,4.13,9820,2018
"Inferno (Robert Langdon, #4)",Dan Brown,3.88,536082,2013
Dragons in the Wind the Complete Series,J. Kearston,4.85,107,2023
One of Us Is Dead,Jeneva Rose,3.85,43273,2022
The Echo of Old Books,Barbara  Davis,4.37,24357,2023
Stolen Focus: Why You Can&#39;t Pay Attention- and How to Think Deeply Again,Johann Hari,4.25,35296,2022
"Half Empty (First Wives, #2)",Catherine Bybee,4.47,8951,2018
Letter to a Christian Nation,Sam Harris,4,39788,2006
Rez Dogs,Joseph Bruchac,4.09,2913,2021
Charlotte's Web,E.B. White,4.19,1746741,1952
Figuring It Out (It Figures #2),Melody Tyden,4,744,2021
The End of the World Is Just the Beginning: Mapping the Collapse of Globalization,Peter Zeihan,4.23,6833,2022
"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,3.9,232460,2005
Leonardo's Notebooks,Leonardo da Vinci,3.98,47258,1519
How to Not Die Alone: The Surprising Science That Will Help You Find Love,Logan Ury,4.03,10788,2021
An Abundance of Katherines,John Green,3.52,518034,2006
A Little Princess,Frances Hodgson Burnett,4.22,299236,1905
The Wright Brothers,David McCullough,4.15,89601,2015
Baby Proof,Emily Giffin,3.75,166137,2006
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.22,188258,1909
The Sandman Vol. 1: Preludes & Nocturnes,Neil Gaiman,4.25,259367,1988
The Frangitelli Mirror,G.R. Thomas,4.51,57,2023
"The Fire, the Water, and Maudie McGinn",Sally J. Pla,4.65,89,2023
The House Witch 2,Delemhach,4.48,6072,2022
The Senator&#39;s Wife,Liv Constantine,3.79,13617,2023
The Maidens,Alex Michaelides,3.63,277902,2021
Normal People,Sally Rooney,3.81,1189467,2018
"Tell Her Story: How Women Led, Taught, and Ministered in the Early Church",Nijay K. Gupta,4.46,491,2023
The Dot,Peter H. Reynolds,4.24,31478,2003
"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,3.82,164751,2019
Hunger Makes Me a Modern Girl,Carrie Brownstein,3.83,34183,2015
Grant,Ron Chernow,4.48,34553,2017
Dark Crisis: Young Justice,Meghan Fitzmartin,2.63,89,2023
Pumpkin Day at the Zoo,Susan Meissner,4.39,57,2023
The One I Want,Siobhan Davis,4.63,414,2023
The Carnivore Code: Unlocking the Secrets to Optimal Health by Returning to Our Ancestral Diet,Paul Saladino,4.23,1692,2020
Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,3.95,115142,2009
"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin,3.64,167583,2009
In the Time of Our History,Susanne Pari,4.05,3250,2023
"Icebreaker (Maple Hills, #1)",Hannah  Grace,4.05,326913,2022
The Fisherman&#39;s Tomb: The True Story of the Vatican&#39;s Secret Search,John O\'Neill,4.22,1602,2018
"Wild at Heart (Wild, #2)",K.A. Tucker,4.18,43095,2020
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.15,707654,2005
Girls of Little Hope,Dale Halvorsen,4.12,114,2023
The Ruby Code,Jessica Khoury,4.28,47,2023
"Magical Midlife Challenge (Leveling Up, #6)",K.F. Breene,4.57,6505,2022
Boys Weekend,Mattie Lubchansky,4.27,510,2023
Sunshine Nails,Mai  Nguyen,3.66,1189,2023
"Lost Boy (The Loyal Boys, #3)",Charli Meadows,4.09,545,2023
Simply Julia: 110 Easy Recipes for Healthy Comfort Food,Julia Turshen,3.68,1357,2021
チェンソーマン 3 [Chainsaw Man 3],Tatsuki Fujimoto,4.34,19824,2019
"Manhattan (Becker Bothers, #3)",Kandi Steiner,4.14,4850,2019
Inside the Wolf,Amy  Rowland,4.04,68,2023
Spin,Rebecca Caprara,4.27,230,2023
The Undercover Secretary,Ellie Midwood,4.26,2207,2023
Unquiet,E. Saxey,3.72,25,2023
The Perks of Being a Wallflower,Stephen Chbosky,4.22,1693928,1999
"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,3.87,39179,2007
A Cuban Girl&#39;s Guide to Tea and Tomorrow,Laura Taylor Namey,3.78,20584,2020
"A Pack of Blood and Lies (The Boulder Wolves, #1)",Olivia Wildenstein,3.93,4667,2019
"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,4.63,319859,2021
Wanting the Winger (Charleston Coyotes Hockey #1),Jacob Chance,4.11,821,2023
The Chateau,Jaclyn Goldis,3.55,4095,2023
Project Hail Mary,Andy Weir,4.52,459745,2021
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,846171,1955
Outcast (The Grey Gates #1),Vanessa  Nelson,4.39,1270,2023
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.15,704738,1988
"Divinity 36 (Tinkered Starsong, #1)",Gail Carriger,4.6,459,2023
When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,4.28,52389,1996
How to Change: The Science of Getting from Where You Are to Where You Want to Be,Katy Milkman,3.86,5075,2021
Cowboy in a Kilt (Kilted Hearts #1),Kait Nolan,4.42,697,2023
Cosmos,Carl Sagan,4.39,141493,1980
ワンパンマン 1 一撃 [One Punch Man 1: Ichigeki],ONE,4.49,66408,2012
Miles: The Autobiography,Miles Davis,4.2,14396,1989
"Rocky Mountain Rendezvous (Sisters of the Rockies, #1)",Misty M. Beller,4.17,193,2023
The Farewell Tour,Stephanie Clifford,3.7,1268,2023
The Rain: A Novel,Joseph A. Turkot,4.09,23,2023
The Midnight House,Amanda Geard,4.2,4654,2022
A History of Western Philosophy,Bertrand Russell,4.12,38114,1945
All the Light We Cannot See,Anthony Doerr,4.32,1488409,2014
Same Time Next Summer,Annabel Monaghan,3.91,28218,2023
"Glossy: Ambition, Beauty, and the Inside Story of Emily Weiss&#39;s Glossier",Marisa Meltzer,4,21,2023
Any Man,Amber Tamblyn,3.9,7858,2018
Single On Purpose: Redefine Everything. Find Yourself First.,John Kim,4,4182,2021
Inseparable,Simone de Beauvoir,4.08,13221,2020
The Midwife of Auschwitz,Anna Stuart,4.58,11259,2022
Open Throat,Henry Hoke,4.1,1704,2023
"Delilah Green Doesn&#39;t Care (Bright Falls, #1)",Ashley Herring Blake,4.13,58172,2022
The Sandman Vol. 7: Brief Lives,Neil Gaiman,4.55,57232,1993
Nightfall in the Garden of Deep Time,Tracy L. Higley,4.14,486,2022
The House Across the Lake,Riley Sager,3.58,164519,2022
Gordon Ramsay Quick and Delicious: 100 Recipes to Cook in 30 Minutes or Less,Gordon Ramsay,3.84,444,2019
Born to Run,Bruce Springsteen,4.18,46857,2016
Touching from a Distance: Ian Curtis and Joy Division,Deborah Curtis,3.92,8302,1995
The Postcard,Anne Berest,4.45,7369,2021
"The Duke and I (Bridgertons, #1)",Julia Quinn,3.81,435789,2000
The Histories,Herodotus,3.99,50008,-450
Feedback,Dennis E. Taylor,3.82,1881,2020
Time Is a Mother,Ocean Vuong,3.98,20852,2022
Goodnight Moon,Margaret Wise Brown,4.3,362244,1947
怪獣8号 5 [Kaijū 8-gō 5],Naoya Matsumoto,4.37,2234,2021
"Królewna. Część 1 (Rodzina Monet, #2A)",Weronika Anna Marczak,4.17,15473,2023
They&#39;re Going to Love You,Meg Howrey,4.08,5029,2022
"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,4.53,37532,2018
To Have and to Heist,Sara Desai,3.74,500,2023
Deal with a Demon (Monstrous Deals Book 1),Ami Wright,4.06,410,2023
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.33,197117,1989
Stupid Things I Won&#39;t Do When I Get Old,Steven  Petrow,3.67,4054,2021
Gore,Verity Holloway,2.89,9,2023
怪獣8号 4 [Kaijū 8-gō 4],Naoya Matsumoto,4.48,2739,2021
Layton,Hadley Finn,4.62,107,2023
"The Murder Wheel (Joseph Spector, #2)",Tom   Mead,3.65,66,2023
Vivian Lantz&#39;s Second Chances,Kathryn Ormsbee,4.35,48,2023
Boldly Go: Reflections on a Life of Awe and Wonder,William Shatner,3.88,884,2022
How to Kill Men and Get Away with It,Katy Brent,3.74,8547,2022
"With Love, from Cold World",Alicia Thompson,4.26,489,2023
The Seven Ages of Death,Richard  Shepherd,4.39,4454,2021
チェンソーマン 15 [Chainsaw Man 15],Tatsuki Fujimoto,4.3,274,2023
The Kingdom Over the Sea,Zohra Nabi,4.23,231,2023
Het plan,Nando Boers,4.16,67,2023
No One Rides For Free,Judith Sonnet,2.98,3576,2022
"Salvaged (Harper Security Ops, #9)",A.K. Evans,4.46,228,2023
"Excluded: How Snob Zoning, NIMBYism, and Class Bias Build the Walls We Don&#39;t See",Richard D. Kahlenberg,4.24,17,2023
Year of the Monkey,Patti Smith,3.82,15511,2019
Mothman Apologia,Robert Wood Lynn,4.5,196,2022
Death&#39;s Obsession,Avina St. Graves,3.62,11481,2023
Baby Love,Jacqueline Wilson,4.25,1828,2022
Fatal Legacy,Lindsey Davis,4.24,323,2023
"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.73,1627217,2008
Civil War: A Marvel Comics Event,Mark Millar,4.1,55194,2006
What Happens After Midnight,K.L. Walther,3.85,3808,2023
He Who Fights with Monsters 9 (He Who Fights with Monsters #9),Shirtaloon,4.59,5016,2023
"Forever Wild (Wild, #2.5)",K.A. Tucker,4.26,29849,2020
"嫌いでいさせて (5) (嫌いでいさせて, #5)",Hijiki,4.54,13,2023
In Love: A Memoir of Love and Loss,Amy Bloom,4.27,17743,2022
"The Record Keeper (Murphy Shepherd, #3)",Charles Martin,4.57,7533,2022
All the Days of Summer,Nancy Thayer,4.09,4675,2023
The Girl in Lifeboat Six,Eliza Graham,4.25,122,2023
The Imposters,Tom Rachman,3.61,184,2023
The Reunion,Meghan Quinn,4.05,26647,2022
North to Paradise,Ousman Umar,4.27,10824,2019
Don't Call Us Dead,Danez Smith,4.49,10341,2017
Cultish: The Language of Fanaticism,Amanda Montell,3.92,61721,2021
The Metamorphosis,Franz Kafka,3.85,947137,1915
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,536079,1886
The Pathless Path: Imagining a New Story For Work and Life,Paul  Millerd,4.04,2176,2022
"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.79,868110,2003
The Water Keeper (Murphy Shepherd #1),Charles Martin,4.27,26268,2020
Better Homes and Gardens New Cook Book,Better Homes and Gardens,4.14,132837,1953
"Something (Full Murderhobo, #1)",Dakota Krout,4.38,6040,2020
Chivalry,Neil Gaiman,4.31,2238,2022
You&#39;re Not Listening: What You&#39;re Missing and Why It Matters,Kate   Murphy,4.09,16265,2020
The King of Late Night,Greg Gutfeld,4.56,82,2023
The Wife Upstairs,Rachel Hawkins,3.75,227812,2021
El peligro de estar cuerda,Rosa Montero,4.14,7139,2022
The Silent Bride,Shalini Boland,3.85,14903,2023
Love at First Psych,Cara Bastone,3.64,6427,2023
Secluded Cabin Sleeps Six,Lisa Unger,3.46,36940,2022
"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,4.04,42528,2013
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,280282,2006
Two to Tango,Kathleen Fuller,3.92,123,2023
The Lodge,Miranda Rijks,4.19,284,2023
The Diary of Frida Kahlo: An Intimate Self-Portrait,Frida Kahlo,3.92,44298,1995
Confessions of an Alleged Good Girl,Joya Goffney,4.29,4551,2022
"The New Mediterranean Diet Cookbook: The Optimal Keto-Friendly Diet that Burns Fat, Promotes Longevity, and Prevents Chronic Disease (#16, Keto for Your Life)",Martina Šlajerová,3.81,100,2021
Running with Scissors,Augusten Burroughs,3.75,383933,2002
In Cold Blood,Truman Capote,4.08,631742,1965
Lord of the Flies,William Golding,3.69,2779470,1954
The Old Ways: A Journey on Foot,Robert Macfarlane,4.14,9253,2012
Just Kids,Patti Smith,4.2,255676,2010
"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,3.91,2273776,2003
Untamed,Glennon Doyle,4,394353,2020
Revenge of the Librarians,Tom Gauld,3.97,2889,2022
How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,4.16,23513,2022
"Uglies (Uglies, #1)",Scott Westerfeld,3.85,643378,2005
Yes Please,Amy Poehler,3.84,507419,2014
An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,Ed Yong,4.48,13649,2022
"Good Girl, Bad Blood (A Good Girl&#39;s Guide to Murder, #2)",Holly  Jackson,4.34,313813,2020
Wings in the Wild,Margarita Engle,3.73,157,2023
Flowerheart,Catherine Bakewell,3.55,3225,2023
Hide,Kiersten White,3.33,26295,2022
Moby Dyke: An Obsessive Quest to Track Down the Last Remaining Lesbian Bars in America,Krista Burton,4.19,246,2023
"I&#39;d Like to Play Alone, Please: Essays",Tom Segura,4.05,10236,2022
If I Was Your Girl,Meredith Russo,3.99,38815,2016
"Arazan&#39;s Wolves (Ranger&#39;s Apprentice: The Royal Ranger, #6)",John Flanagan,3.71,739,2023
SAKAMOTO DAYS 1,Yuto Suzuki,4.15,2688,2021
“You Just Need to Lose Weight”: And 19 Other Myths About Fat People,Aubrey Gordon,4.36,6076,2023
SPY×FAMILY 10,Tatsuya Endo,4.54,3292,2022
Candide,Voltaire,3.76,265016,1759
The Hunt,Kelly J. Ford,3.59,94,2023
Can't Stop Won't Stop: A History of the Hip-Hop Generation,Jeff Chang,4.15,5159,2005
One Hundred Years of Solitude,Gabriel García Márquez,4.11,926076,1967
"Limits (Beg, Borrow or Steal, #2)",Susie Tate,4.27,4276,2018
The Last Word,Taylor  Adams,3.8,27345,2023
When the Angels Left the Old Country,Sacha Lamb,4.32,1624,2022
Beowulf,Seamus Heaney,3.47,292581,900
The Exorcist Legacy: 50 Years of Fear,Nat Segaloff,3.86,83,2023
The Comeback,Lily Chu,3.78,8001,2022
Whisperwood,Alex Woodroe,3.78,146,2023
Search,Michelle Huneven,3.89,3631,2022
"Ascendant (Songs of Chaos, #1)",Michael R.  Miller,4.36,4142,2020
"The Lineup (The Brentwood Boys, #3)",Meghan Quinn,4.22,12492,2019
"The Butcher&#39;s Masquerade (Dungeon Crawler Carl, #5)",Matt Dinniman,4.7,7019,2020
Siddhartha,Hermann Hesse,4.06,732792,1922
The Road to Roswell,Connie Willis,3.88,1386,2023
"Around the Board: Boards, Platters, and Plates: Seasonal Cheese and Charcuterie for Year-Round Celebrations and Elevated Gatherings",Emily Delaney,4.2,126,2022
Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.93,222066,1995
"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,891604,2012
The Absolutes,Molly Dektar,3.29,94,2023
Calypso,David Sedaris,4.11,125611,2018
The Places That Scare You: A Guide to Fearlessness in Difficult Times,Pema Chödrön,4.22,19090,2001
Danny Phantom: A Glitch in Time,Gabriela  Epstein,4.72,119,2023
The Sandman Vol. 10: The Wake,Neil Gaiman,4.52,48763,1996
"The Glucose Goddess Method: The 4-Week Guide to Cutting Cravings, Getting Your Energy Back, and Feeling Amazing",Jessie Inchauspé,4.25,937,2023
Adult Drama: And Other Essays,Natalie Beach,3.24,291,2023
Know My Name,Chanel Miller,4.71,174039,2019
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.49,601897,2018
Unmasking Autism: Discovering the New Faces of Neurodiversity,Devon Price,4.52,7777,2022
"A Fever in the Heartland: The Ku Klux Klan&#39;s Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,4.42,7070,2023
"Saga, Volume 4",Brian K. Vaughan,4.42,76777,2014
"Try Softer: A Fresh Approach to Move Us out of Anxiety, Stress, and Survival Mode--and into a Life of Connection and Joy",Aundi Kolber,4.42,4488,2020
Natural Beauty,Ling Ling Huang,3.78,3105,2023
Outlive: The Science and Art of Longevity,Peter Attia,4.46,12024,2023
2001: A Space Odyssey,Arthur C. Clarke,4.17,303355,1968
"1,000 Places to See Before You Die: A Traveler's Life List",Patricia Schultz,3.87,41487,2003
King of the Armadillos,Wendy Chin-Tanner,4.28,94,2023
"Black Panther, Vol. 3: All This and the World, Too",John Ridley,3.16,44,2023
The Good Servant,Fern Britton,4.34,1099,2022
"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",Peter Wohlleben,4.07,67760,2015
The Love of my Life,Rosie Walsh,3.9,53901,2022
Then She Was Gone,Lisa Jewell,4.06,554329,2017
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.44,177032,2006
Love Sick,Monica  James,4.45,86,2023
The Engineer&#39;s Wife,Tracey Enerson Wood,3.75,9294,2020
Watching You,Lisa Jewell,3.91,139381,2018
The Didomenico Fragment,Amor Towles,4.16,1680,2021
Hijab Butch Blues,Lamya H.,4.5,3387,2023
You Will Find Your People: How to Make Meaningful Friendships as an Adult,Lane Moore,3.4,762,2023
Case Study,Graeme Macrae Burnet,3.65,6780,2021
"Mr. Wrong Number (Mr. Wrong Number, #1)",Lynn Painter,3.72,70155,2022
Women Who Run With the Wolves,Clarissa Pinkola Estés,4.13,68945,1992
Under the Magnolias,T.I. Lowe,4.22,13096,2021
Maybe You Should Talk to Someone,Lori Gottlieb,4.38,284226,2019
The Underground Railroad,Colson Whitehead,4.06,383989,2016
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,3.9,203985,2004
The Ocean at the End of the Lane,Neil Gaiman,4.02,588707,2013
On the Road,Jack Kerouac,3.61,397467,1957
A Certain Hunger,Chelsea G. Summers,3.83,25467,2019
Kulti,Mariana Zapata,4.28,118104,2015
Black Heat,Bex Hogan,4.68,72,2023
Displacement,Kiku Hughes,4.31,8303,2020
The Wife App,Carolyn Mackler,3.64,957,2023
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,4.1,37564,2006
Sirens &amp; Muses,Antonia Angress,4,5655,2022
Emma,Jane Austen,4.04,838462,1815
The Glass Château,Stephen P. Kiernan,4.18,327,2023
Winter&#39;s Ghost (Winter Black #5),Mary Stone,4.44,6498,2019
The Autobiography of Malcolm X,Malcolm X,4.35,257734,1965
"Falling Out of Time (Running Out of Time, 2)",Margaret Peterson Haddix,3.81,327,2023
Misery,Stephen King,4.21,650742,1987
Cults: Inside the World&#39;s Most Notorious Groups and Understanding the People Who Joined Them,Max Cutler,3.57,1667,2022
Pew,Catherine Lacey,3.7,8543,2020
"I Take My Coffee Black: Reflections on Tupac, Musical Theater, Faith, and Being Black in America",Tyler Merritt,4.55,6740,2021
The Summer Girl,Jenny Blackhurst,4.04,197,2023
Kantika,Elizabeth Graver,4.15,657,2023
The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,3.94,107730,1992
"Confluence (Death Note, #2)",Tsugumi Ohba,4.48,48534,2004
Macbeth,William Shakespeare,3.9,854200,1623
The High Season,Judy Blundell,3.42,8399,2018
"Spider-Man, Vol. 1: End of the Spider-Verse",Dan Slott,3.27,107,2023
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.33,552647,2012
The Myth of Sisyphus,Albert Camus,4.18,49990,1942
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.31,805707,2010
Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson,3.9,159237,2015
The Skinnytaste Air Fryer Cookbook: The 75 Best Healthy Recipes for Your Air Fryer,Gina Homolka,4.06,1073,2019
Those We Drown,Amy  Goldsmith,3.52,502,2023
"We Were Once a Family: A Story of Love, Death, and Child Removal in America",Roxanna Asgarian,4.37,2942,2023
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.29,199305,2012
Evvie Drake Starts Over,Linda  Holmes,3.83,130080,2019
IRL,E.A. Field,4.56,9,2023
My Oxford Year,Julia Whelan,3.89,36851,2018
Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,4.02,271116,2019
Identity,Nora Roberts,4.44,20886,2023
The Other Side of Mrs. Wood,Lucy  Barker,3.75,378,2023
"Bleach, Vol. 1 (Bleach, #1)",Tite Kubo,4.25,171061,2002
Long Way Home,Lynn Austin,4.44,2599,2022
Don&#39;t Call It a Cult: The Shocking Story of Keith Raniere and the Women of NXIVM,Sarah Berman,3.95,3634,2021
Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.27,181846,2005
The Book of Eels: Our Enduring Fascination with the Most Mysterious Creature in the Natural World,Patrik Svensson,3.92,15851,2019
